,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,MARCTagCondition4,MARCTagCondition5,MARCTagCondition6,Unnamed: 23,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
3609,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,p,Name of part/section of a work (R),,,,item reviewed in|is item reviewed in,,,,,,,,http://rdaregistry.info/Elements/i/P40067,is item reviewed in,,,,,
3610,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,dramatized as work|is dramatized as work,,,,,,,,http://rdaregistry.info/Elements/w/P10016,is dramatized as work,,,,,
3611,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,part of work|is part of work,,,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
3612,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted in verse as work|is adapted in verse as work,,,,,,,,http://rdaregistry.info/Elements/w/P10023,is adapted in verse as work,,,,,
3613,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as motion picture work|is adapted as motion picture work,,,,,,,,http://rdaregistry.info/Elements/w/P10025,is adapted as motion picture work,,,,,
3614,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,cadenza work|has cadenza work,,,,,,,,http://rdaregistry.info/Elements/w/P10026,has cadenza work,,,,,
3615,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,variations based on work|is variations based on work,,,,,,,,http://rdaregistry.info/Elements/w/P10027,is variations based on work,,,,,
3616,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,modified by variation as work|is modified by variation as work,,,,,,,,http://rdaregistry.info/Elements/w/P10028,is modified by variation as work,,,,,
3617,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,cadenza composed for work|is cadenza composed for work,,,,,,,,http://rdaregistry.info/Elements/w/P10029,is cadenza composed for work,,,,,
3618,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,libretto for work|is libretto for work,,,,,,,,http://rdaregistry.info/Elements/w/P10030,is libretto for work,,,,,
3619,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,incidental music work|has incidental music work,,,,,,,,http://rdaregistry.info/Elements/w/P10031,has incidental music work,,,,,
3620,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,remade as work|is remade as work,,,,,,,,http://rdaregistry.info/Elements/w/P10032,is remade as work,,,,,
3621,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,set to music as work|is set to music as work,,,,,,,,http://rdaregistry.info/Elements/w/P10033,is set to music as work,,,,,
3622,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as novel work|is adapted as novel work,,,,,,,,http://rdaregistry.info/Elements/w/P10034,is adapted as novel work,,,,,
3623,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,issuing agent|has issuing agent,,,,,,,,http://rdaregistry.info/Elements/w/P10046,has issuing agent,,,,,
3624,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,author agent|has author agent,,,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,,,,,
3625,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,creator agent of work|has creator agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,,,,,
3626,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,sponsoring agent of work|has sponsoring agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10067,has sponsoring agent of work,,,,,
3627,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as radio program work|is adapted as radio program work,,,,,,,,http://rdaregistry.info/Elements/w/P10076,is adapted as radio program work,,,,,
3628,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,subseries|has subseries,,,,,,,,http://rdaregistry.info/Elements/w/P10080,has subseries,,,,,
3629,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as television program work|is adapted as television program work,,,,,,,,http://rdaregistry.info/Elements/w/P10085,is adapted as television program work,,,,,
3630,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as video work|is adapted as video work,,,,,,,,http://rdaregistry.info/Elements/w/P10087,is adapted as video work,,,,,
3631,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,abstracted in work|is abstracted in work,,,,,,,,http://rdaregistry.info/Elements/w/P10089,is abstracted in work,,,,,
3632,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,indexed in work|is indexed in work,,,,,,,,http://rdaregistry.info/Elements/w/P10090,is indexed in work,,,,,
3633,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as choreography work|is adapted as choreography work,,,,,,,,http://rdaregistry.info/Elements/w/P10091,is adapted as choreography work,,,,,
3634,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,errata work|has errata work,,,,,,,,http://rdaregistry.info/Elements/w/P10092,has errata work,,,,,
3635,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,illustrations work|has illustrations work,,,,,,,,http://rdaregistry.info/Elements/w/P10093,has illustrations work,,,,,
3636,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as motion picture screenplay work|is adapted as motion picture screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10094,is adapted as motion picture screenplay work,,,,,
3637,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as screenplay work|is adapted as screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10095,is adapted as screenplay work,,,,,
3638,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as television screenplay work|is adapted as television screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10096,is adapted as television screenplay work,,,,,
3639,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as video screenplay work|is adapted as video screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10097,is adapted as video screenplay work,,,,,
3640,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as radio script work|is adapted as radio script work,,,,,,,,http://rdaregistry.info/Elements/w/P10098,is adapted as radio script work,,,,,
3641,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,freely translated as work|is freely translated as work,,,,,,,,http://rdaregistry.info/Elements/w/P10099,is freely translated as work,,,,,
3642,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,description of work|is description of work,,,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
3643,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,subseries of|is subseries of,,,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
3644,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,issue of|is issue of,,,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
3645,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,complemented by work|is complemented by work,,,,,,,,http://rdaregistry.info/Elements/w/P10103,is complemented by work,,,,,
3646,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,screenplay for work|is screenplay for work,,,,,,,,http://rdaregistry.info/Elements/w/P10105,is screenplay for work,,,,,
3647,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,incidental music for work|is incidental music for work,,,,,,,,http://rdaregistry.info/Elements/w/P10106,is incidental music for work,,,,,
3648,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,abstracted as work|is abstracted as work,,,,,,,,http://rdaregistry.info/Elements/w/P10107,is abstracted as work,,,,,
3649,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,augmented by work|is augmented by work,,,,,,,,http://rdaregistry.info/Elements/w/P10108,is augmented by work,,,,,
3650,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,summarized as work|is summarized as work,,,,,,,,http://rdaregistry.info/Elements/w/P10109,is summarized as work,,,,,
3651,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,catalogue work|has catalogue work,,,,,,,,http://rdaregistry.info/Elements/w/P10110,has catalogue work,,,,,
3652,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,concordance work|has concordance work,,,,,,,,http://rdaregistry.info/Elements/w/P10111,has concordance work,,,,,
3653,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,addenda work|has addenda work,,,,,,,,http://rdaregistry.info/Elements/w/P10112,has addenda work,,,,,
3654,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,adapted as libretto work|is adapted as libretto work,,,,,,,,http://rdaregistry.info/Elements/w/P10113,is adapted as libretto work,,,,,
3655,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,work reviewed in|is work reviewed in,,,,,,,,http://rdaregistry.info/Elements/w/P10114,is work reviewed in,,,,,
3656,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,work critiqued in|is work critiqued in,,,,,,,,http://rdaregistry.info/Elements/w/P10115,is work critiqued in,,,,,
