,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
298,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10590,has remix artist family,IRI,,,,
299,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10590,has remix artist family,structured description,,,,
300,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,IRI,,,,
301,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,IRI,,,,
302,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
303,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
304,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,IRI,,,,
305,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,4,rsp,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,IRI,,,,
306,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,IRI,,,,
307,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,4,rsp,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,IRI,,,,
308,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
309,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$4,rst,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
310,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
311,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$4,rst,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
312,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,IRI,,,,
313,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,IRI,,,,
314,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,IRI,,,,
315,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,IRI,,,,
316,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
317,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
318,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,IRI,,,,
319,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,IRI,,,,
320,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,IRI,,,,
321,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,IRI,,,,
322,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
323,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
324,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,a,Personal name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
325,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,a,Personal name (NR),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
326,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
327,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
328,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,IRI,,,,
329,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,IRI,,,,
330,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,IRI,,,,
331,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,IRI,,,,
332,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
333,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
334,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
335,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
336,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,IRI,,,,
337,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,IRI,,,,
338,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,IRI,,,,
339,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,IRI,,,,
340,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
341,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
342,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
343,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,4,scl,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
344,dup.delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,a,Personal name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
345,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,identifier,,,,
346,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,IRI,,,,
347,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,identifier,,,,
348,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,IRI,,,,
349,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,a,Personal name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
350,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
351,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
352,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
353,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
354,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
355,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10496,has remix artist collective agent,structured description,,,,
356,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10590,has remix artist family,identifier,,,"it doesn't matter what the indicators are, as long as there is a $0, it should map to has identifier right???",
357,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,identifier,,,,
358,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,identifier,,,,
359,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,identifier,,,,
360,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,rsp,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,identifier,,,,
361,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,identifier,,,,
362,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,identifier,,,,
363,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,identifier,,,,
364,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,identifier,,,,
365,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,IRI,,,,
366,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,a,Personal name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,structured description,,,,
367,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,structured description,,,,
368,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,structured description,,,,
369,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,structured description,,,,
370,delete?,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10476,has screenwriter collective agent,structured description,,,,
